id,topic
2818,TEDx
2819,government
2819,history
2819,United States
2819,politics
2820,personal growth
2820,disability
2820,identity
2820,failure
2820,TED Residency
2820,blindness
2821,biology
2821,cancer
2821,disease
2821,DNA
2821,health
2821,epidemiology
2821,innovation
2821,medical research
2821,medicine
2821,TED Fellows
2821,science
2822,human body
2822,biology
2822,health
2822,discovery
2822,biomechanics
2822,medical research
2822,medicine
2822,nature
2822,physiology
2822,Senses
2822,science
2822,smell
2822,TEDMED
2823,TED Fellows
2823,animals
2823,biology
2823,environment
2823,climate change
2823,microbiology
2823,nature
2823,oceans
2823,science
2823,pollution
2823,water
2823,marine biology
2823,coral reefs
2824,AI
2824,driverless cars
2824,law
2824,innovation
2824,morality
2824,technology
2825,robots
2825,future
2825,demo
2825,technology
2825,design
2826,art
2826,identity
2826,history
2826,painting
2826,inequality
2826,race
2827,architecture
2827,cities
2827,community
2827,design
2827,society
2827,urban planning
2828,art
2828,culture
2828,creativity
2828,design
2828,humor
2828,TEDNYC
2829,algorithm
2829,AI
2829,computers
2829,sight
2829,technology
2830,activism
2830,personal growth
2830,South America
2830,fear
2830,TED en Español
2830,violence
2830,war
2830,politics
2831,criminal justice
2831,inequality
2831,law
2831,social change
2831,TEDx
2831,society
2831,United States
2831,justice system
2833,bacteria
2833,biology
2833,biomechanics
2833,biotech
2833,future
2833,health
2833,innovation
2833,microbes
2833,microbiology
2833,nature
2833,science
2833,technology
2833,fungi
2834,addiction
2834,brain
2834,cognitive science
2834,creativity
2834,communication
2834,entertainment
2834,social media
2834,personal growth
2835,business
2835,economics
2835,corruption
2835,motivation
2835,finance
2835,society
2835,TEDx
2836,evolutionary psychology
2836,beauty
2836,brain
2836,cognitive science
2836,evolution
2836,humanity
2836,nature
2836,neuroscience
2836,science
2836,science and art
2836,TEDMED
2837,activism
2837,art
2837,film
2837,community
2837,fear
2837,inequality
2837,protests
2837,race
2837,TED Fellows
2837,social change
2838,business
2838,art
2838,creativity
2838,entrepreneur
2838,money
2838,music
2839,architecture
2839,design
2839,future
2839,infrastructure
2839,public spaces
2839,society
2839,transportation
2839,urban
2839,urban planning
2840,cities
2840,government
2840,poverty
2840,community
2840,TEDx
2840,social change
2840,society
2840,homelessness
2841,AI
2841,collaboration
2841,computers
2841,intelligence
2841,machine learning
2841,technology
2841,product design
2842,aging
2842,brain
2842,community
2842,family
2842,friendship
2842,society
2842,health
2842,psychology
2843,aging
2843,humanity
2843,inequality
2843,identity
2843,personal growth
2843,social change
2843,society
2844,music
2844,guitar
2844,live music
2844,performance
2844,personal growth
2844,TED-Ed
2844,entertainment
2845,algorithm
2845,data
2845,inequality
2845,marketing
2845,society
2845,technology
2846,art
2846,humanity
2846,personal growth
2846,poetry
2846,performance
2846,self
2846,writing
2847,business
2847,capitalism
2847,community
2847,economics
2847,entrepreneur
2847,work
2847,inequality
2847,society
2847,social change
2847,TEDx
2848,activism
2848,family
2848,children
2848,poverty
2848,social change
2848,TEDx
2849,beauty
2849,astronomy
2849,nature
2849,science
2849,solar system
2849,TEDx
2849,universe
2849,Moon
2849,Sun
2850,biology
2850,cancer
2850,disease
2850,chemistry
2850,health
2850,biomechanics
2850,human body
2850,illness
2850,medical research
2850,science
2850,medicine
2851,dance
2851,art
2851,creativity
2851,performance
2851,performance art
2852,AI
2852,education
2852,intelligence
2852,robots
2852,teaching
2852,technology
2853,art
2853,climate change
2853,environment
2853,TEDx
2853,photography
2854,ancient world
2854,archaeology
2854,conservation
2854,history
2854,culture
2854,museums
2854,technology
2854,TEDx
2854,war
2854,terrorism
2854,photography
2855,architecture
2855,environment
2855,art
2855,creativity
2855,cities
2855,future
2855,invention
2855,product design
2855,innovation
2855,design
2855,public spaces
2855,technology
2855,sustainability
2856,security
2856,social media
2856,terrorism
2856,TEDx
2856,violence
2857,Africa
2857,art
2857,creativity
2857,TED Fellows
2857,storytelling
2858,computers
2858,AI
2858,future
2858,economics
2858,humanity
2858,intelligence
2858,mind
2858,innovation
2858,society
2858,science
2858,technology
2858,robots
2859,algorithm
2859,collaboration
2859,business
2859,decision-making
2859,communication
2859,investment
2859,innovation
2859,leadership
2859,personal growth
2859,technology
2859,work
2860,HIV
2860,disease
2860,TEDx
2860,activism
2860,humanity
2860,human body
2860,health
2861,happiness
2861,personal growth
2861,humanity
2861,relationships
2861,psychology
2861,storytelling
2862,physics
2862,science
2862,play
2862,TEDx
2863,art
2863,Africa
2863,creativity
2863,beauty
2863,performance art
2864,community
2864,humanity
2864,identity
2864,inequality
2864,race
2864,personal growth
2864,social change
2864,religion
2864,society
2864,TEDx
2864,india
2865,art
2865,design
2865,environment
2865,creativity
2865,future
2865,invention
2865,innovation
2865,pollution
2865,solar energy
2865,technology
2865,sustainability
2865,TED en Español
2865,wind energy
2866,activism
2866,democracy
2866,government
2866,United States
2866,surveillance
2866,law
2866,security
2866,politics
2866,social change
2866,society
2866,TEDx
2866,technology
2866,terrorism
2866,encryption
2867,business
2867,capitalism
2867,collaboration
2867,economics
2867,global issues
2867,government
2867,manufacturing
2867,politics
2867,policy
2867,work
2868,aging
2868,biology
2868,bioethics
2868,biomechanics
2868,health
2868,human body
2868,innovation
2868,life
2868,discovery
2868,nature
2868,DNA
2868,science
2868,Nobel Prize
2869,astrobiology
2869,biology
2869,exploration
2869,South America
2869,extraterrestrial life
2869,Mars
2869,science
2869,TED Fellows
2869,universe
2870,AI
2870,robots
2870,fish
2870,future
2870,ants
2870,science
2870,intelligence
2870,innovation
2870,insects
2871,biology
2871,data
2871,DNA
2871,genetics
2871,entrepreneur
2871,health
2871,health care
2871,humanity
2871,human body
2871,medical research
2871,illness
2871,medicine
2871,science
2872,TED Fellows
2872,biology
2872,animals
2872,conservation
2872,environment
2872,nature
2872,pollution
2872,oceans
2872,science
2872,marine biology
2873,activism
2873,Africa
2873,government
2873,cities
2873,poverty
2873,social change
2874,TED Residency
2874,education
2874,personal growth
2874,sociology
2874,success
2874,teaching
2875,Africa
2875,agriculture
2875,farming
2875,food
2875,innovation
2876,communication
2876,friendship
2876,politics
2876,society
2876,TEDx
2877,augmented reality
2877,business
2877,cities
2877,computers
2877,collaboration
2877,drones
2877,future
2877,innovation
2877,population
2877,social media
2877,society
2877,technology
2877,work
2878,architecture
2878,design
2878,engineering
2878,sustainability
2878,environment
2878,materials
2879,immigration
2879,journalism
2879,United States
2879,TED Residency
2879,community
2879,family
2879,society
2879,social change
2880,activism
2880,Africa
2880,art
2880,community
2880,history
2880,identity
2880,race
2880,performance art
2880,social change
2880,society
2881,Africa
2881,history
2881,library
2881,leadership
2881,agriculture
2881,resources
2881,philosophy
2881,society
2881,rivers
2881,water
2882,design
2882,infrastructure
2882,future
2882,cities
2882,public spaces
2882,society
2882,software
2882,play
2882,urban planning
2883,children
2883,communication
2883,education
2883,economics
2883,humanity
2883,happiness
2883,life
2883,journalism
2883,parenting
2883,personal growth
2883,science
2883,relationships
2883,data
2883,aging
2884,activism
2884,art
2884,painting
2884,community
2884,religion
2884,social change
2884,society
2884,terrorism
2884,faith
2885,art
2885,animals
2885,creativity
2885,insects
2885,photography
2886,collaboration
2886,innovation
2886,physics
2886,discovery
2886,nature
2886,science
2886,technology
2886,universe
2886,TED en Español
2886,space
2887,race
2887,politics
2887,Internet
2887,United States
2887,TEDx
2887,compassion
2887,community
2889,activism
2889,community
2889,depression
2889,TED Residency
2889,identity
2889,illness
2889,personal growth
2889,race
2889,social change
2889,mental health
2890,activism
2890,creativity
2890,business
2890,gender equality
2890,culture
2890,social change
2890,movies
2890,storytelling
2890,society
2890,women
2890,TEDx
2891,agriculture
2891,Africa
2891,creativity
2891,culture
2891,education
2891,policy
2891,society
2891,social change
2892,TED Fellows
2892,beauty
2892,creativity
2892,art
2892,dance
2892,gender
2892,identity
2892,performance art
2892,performance
2893,china
2893,Asia
2893,economics
2893,youth
2893,business
2893,consumerism
2894,children
2894,education
2894,communication
2894,family
2894,future
2894,technology
2894,media
2895,business
2895,creativity
2895,innovation
2895,robots
2895,future
2895,technology
2895,work
2896,china
2896,compassion
2896,fear
2896,humanity
2896,journalism
2896,politics
2896,Asia
2896,TEDx
2896,United States
2898,Africa
2898,agriculture
2898,data
2898,future
2898,economics
2898,farming
2898,food
2898,global issues
2898,investment
2898,society
2901,animation
2901,TEDx
2901,art
2901,creativity
2901,illusion
2901,visualizations
2901,film
2901,movies
3012,algorithm
3012,journalism
3012,communication
3012,government
3012,democracy
3012,global issues
3012,leadership
3012,politics
3012,social media
3012,war
3013,communication
3013,biomechanics
3013,electricity
3013,education
3013,nature
3013,plants
3013,science
3013,technology
3013,teaching
3013,TED Fellows
3114,TED Residency
3114,entrepreneur
3114,plastic
3114,business
3114,innovation
3114,aging
3114,green
3114,sustainability
3136,climate change
3136,exploration
3136,environment
3136,data
3136,glacier
3136,NASA
3136,nature
3136,science
3136,physics
3136,technology
3136,water
3136,Antarctica
3231,TED Fellows
3231,human body
3231,cancer
3231,science
3257,art
3257,creativity
3257,TED Fellows
3257,photography
3257,identity
3269,culture
3269,complexity
3269,global issues
3269,identity
3269,humanity
3269,leadership
3269,politics
3269,social change
3269,society
3269,writing
3269,women
3269,democracy
3328,Transgender
3328,health
3328,health care
3328,medicine
3328,TEDx
3362,Africa
3362,storytelling
3362,history
3362,culture
3362,ancient world
3362,education
3362,teaching
3362,world cultures
3362,humanity
3363,TED Fellows
3363,Africa
3363,journalism
3363,corruption
3363,war
3364,creativity
3364,business
3364,identity
3364,humor
3365,TEDx
3365,children
3365,family
3365,parenting
3365,identity
3365,women
3365,social change
3365,society
3366,communication
3366,cooperation
3366,infrastructure
3366,software
3366,society
3366,technology
3366,global development
3367,business
3367,corruption
3367,government
3367,economics
3367,global issues
3367,leadership
3367,politics
3367,markets
3367,Europe
3573,algorithm
3573,data
3573,future
3573,work
3573,AI
3573,machine learning
3573,economics
3573,capitalism
3573,inequality
3573,humanity
3573,computers
3573,society
3573,technology
3573,innovation
3573,social change
3573,robots
3574,TED Residency
3574,communication
3574,software
3574,innovation
3574,South America
3574,violence
3574,war
3579,alternative energy
3579,electricity
3579,climate change
3579,engineering
3579,entrepreneur
3579,future
3579,natural resources
3579,oceans
3579,pollution
3579,sustainability
3579,science
3579,technology
3579,weather
3579,global commons
3579,Anthropocene
3581,collaboration
3581,community
3581,government
3581,data
3581,humanity
3581,democracy
3581,politics
3581,society
3581,leadership
3581,social change
3581,TEDx
3583,bacteria
3583,health
3583,human body
3583,medical research
3583,medicine
3583,TEDx
3583,science
3585,business
3585,collaboration
3585,data
3585,creativity
3585,gender
3585,gender equality
3585,leadership
3585,innovation
3585,society
3585,women
3585,work
3585,women in business
3585,diversity
3587,science
3587,fish
3587,TED Fellows
3587,biology
3587,biodiversity
3587,history
3590,Africa
3590,animals
3590,beauty
3590,ecology
3590,biodiversity
3590,nature
3590,birds
3590,sustainability
3591,activism
3591,sexual violence
3591,women
3591,TED en Español
3591,culture
3591,gender equality
3591,society
3591,humanity
3591,social change
3591,violence
3591,TEDx
3592,Africa
3592,children
3592,education
3592,future
3592,goal-setting
3592,investment
3592,innovation
3592,society
3592,social change
3593,climate change
3593,TEDx
3593,environment
3593,trees
3593,ecology
3593,nature
3593,science
3593,United States
3595,machine learning
3595,AI
3595,politics
3595,algorithm
3595,business
3595,sociology
3595,corruption
3595,consumerism
3595,data
3595,economics
3595,government
3595,democracy
3595,social media
3595,social change
3595,society
3595,technology
3596,creativity
3596,Africa
3596,adventure
3596,science fiction
3596,future
3596,writing
3596,identity
3596,society
3606,success
3606,work
3606,failure
3606,cars
3606,personal growth
3606,teaching
3606,leadership
3606,society
3606,goal-setting
3612,innovation
3612,communication
3612,criminal justice
3612,justice system
3612,law
3612,humanity
3612,social change
3612,society
3612,culture
3612,compassion
3612,big problems
3613,activism
3613,LGBT
3613,culture
3613,identity
3613,social change
3613,society
3613,TED Residency
3613,Transgender
3614,death
3614,disease
3614,humanity
3614,family
3614,illness
3614,mental health
3614,life
3614,TED Residency
3614,personal growth
3615,climate change
3615,military
3615,nature
3615,global issues
3615,natural disaster
3615,sustainability
3615,weather
3616,Brazil
3616,climate change
3616,data
3616,democracy
3616,economics
3616,politics
3616,future
3616,map
3616,global development
3616,global issues
3616,cities
3616,government
3616,infrastructure
3616,society
3616,inequality
3616,urban planning
3617,TED Fellows
3617,art
3617,film
3617,culture
3617,community
3617,family
3617,creativity
3617,identity
3617,music
3618,technology
3618,education
3618,culture
3618,TED Residency
3618,art
3620,community
3620,cities
3620,humanity
3620,innovation
3620,social change
3620,society
3620,poverty
3620,TEDMED
3620,homelessness
3623,life
3623,goal-setting
3623,collaboration
3623,potential
3623,personal growth
3623,teaching
3623,science
3623,Surgery
3625,television
3625,storytelling
3625,future
3625,creativity
3625,media
3625,culture
3625,work
3625,family
3625,parenting
3625,writing
3625,entertainment
3631,activism
3631,community
3631,art
3631,creativity
3631,social change
3631,society
3631,TEDx
3631,introvert
3632,Africa
3632,biodiversity
3632,faith
3632,creativity
3632,government
3632,interview
3632,society
3632,sustainability
3632,politics
3632,social change
3632,science
3632,women
3633,AI
3633,cancer
3633,algorithm
3633,computers
3633,creativity
3633,collaboration
3633,driverless cars
3633,data
3633,future
3633,entrepreneur
3633,innovation
3633,interview
3633,invention
3633,intelligence
3633,motivation
3633,society
3633,potential
3633,software
3633,technology
3633,work
3642,Africa
3642,culture
3642,creativity
3642,business
3642,economics
3642,resources
3642,investment
3642,social change
3642,society
3671,agriculture
3671,farming
3671,china
3671,entrepreneur
3671,food
3671,health
3671,pollution
3671,humanity
3671,sustainability
3671,TED Fellows
3680,sexual violence
3680,work
3680,women
3680,activism
3680,leadership
3680,law
3680,personal growth
3680,social change
3680,journalism
3680,society
3686,TED Residency
3686,sleep
3686,science
3686,memory
3686,brain
3686,health
3686,human body
3686,technology
3694,Africa
3694,disease
3694,drones
3694,entrepreneur
3694,health
3694,health care
3694,innovation
3694,medicine
3694,social change
3694,technology
3769,life
3769,mental health
3769,education
3769,personality
3769,stigma
3891,biology
3891,science
3891,TEDx
3891,insects
3891,medicine
3891,animals
3891,medical research
3891,future
3891,microbes
3891,nature
3891,microbiology
4062,art
4062,TED en Español
4062,communication
4062,books
4062,design
4062,creativity
4062,TEDx
4366,activism
4366,inequality
4366,corruption
4366,Africa
4366,leadership
4366,personal growth
4366,criminal justice
4366,social change
4366,society
4366,prison
4366,women
4463,Anthropocene
4463,communication
4463,climate change
4463,nature
4463,biosphere
4463,social change
4463,science
4463,society
4463,sustainability
4463,energy
4490,food
4490,social change
4490,activism
4490,society
4490,history
4490,family
4490,interview
4490,leadership
4490,personal growth
4490,women
4490,race
4539,Brand
4539,advertising
4539,culture
4539,business
4539,economics
4539,data
4539,innovation
4539,humanity
4539,product design
4539,marketing
4539,social media
4539,social change
4539,society
4539,technology
4669,choice
4669,collaboration
4669,community
4669,communication
4669,Debate
4669,data
4669,democracy
4669,science
4669,decision-making
4669,society
4669,social change
4669,psychology
4755,children
4755,culture
4755,family
4755,communication
4755,feminism
4755,gender
4755,gender equality
4755,humanity
4755,inequality
4755,identity
4755,men
4755,leadership
4755,personal growth
4755,parenting
4755,society
4755,social change
4755,activism
4755,women
4856,health
4856,mental health
4856,emotions
4856,healthcare
4856,empathy
4873,fear
4873,communication
4873,humanity
4873,race
4873,inequality
4873,identity
4873,personal growth
4873,motivation
4873,social change
4873,success
4873,society
4873,writing
4958,bacteria
4958,illness
4958,public health
4958,innovation
4958,health
4958,science
4958,virus
4958,medicine
5072,agriculture
5072,community
5072,culture
5072,cities
5072,garden
5072,public health
5072,farming
5072,society
5072,food
5072,personal growth
5072,urban
5116,physics
5116,space
5116,TED Fellows
5116,science
5116,Sun
5116,nature
5116,NASA
5116,solar system
5116,universe
5162,china
5162,business
5162,innovation
5162,mobility
5162,social change
5162,future
5162,society
5162,technology
5162,Internet
5162,shopping
5351,health
5351,TEDx
5351,communication
5351,depression
5351,compassion
5351,humanity
5351,friendship
5351,personal growth
5351,relationships
5451,science
5451,neuroscience
5451,brain
5451,future
5451,medical research
5451,biology
5451,technology
5451,innovation
5451,humanity
5451,biomechanics
5451,TEDx
5458,bacteria
5458,creativity
5458,biotech
5458,design
5458,biology
5458,fashion
5458,future
5458,materials
5458,innovation
5458,nature
5458,pollution
5458,sustainability
5458,science
5458,technology
5458,water
5480,Science (hard)
5480,technology
5480,youth
5480,history
5480,invention
5498,india
5498,infrastructure
5498,engineering
5498,cities
5498,poverty
5498,social change
5655,LGBT
5655,humanity
5655,religion
5655,global issues
5655,activism
5990,hearing
5990,TEDx
5990,sound
5990,human body
5990,humanity
5990,science
5990,self
5990,speech
5990,vocals
6234,communication
6234,creativity
6234,data
6234,culture
6234,Internet
6234,media
6234,social media
6234,online video
6234,entertainment
6235,business
6235,corruption
6235,crime
6235,trafficking
6235,terrorism
6286,creativity
6286,architecture
6286,design
6286,engineering
6286,exploration
6286,future
6286,infrastructure
6286,innovation
6286,materials
6286,NASA
6286,robots
6286,technology
6286,TEDx
6286,universe
6286,space
6287,india
6287,language
6287,communication
6287,intelligence
6287,culture
6287,storytelling
6298,collaboration
6298,community
6298,friendship
6298,communication
6298,identity
6298,social change
6298,personal growth
6298,politics
6298,news
6298,Internet
6298,society
6298,journalism
6379,Africa
6379,business
6379,product design
6379,design
6379,TED Fellows
6477,augmented reality
6477,collaboration
6477,communication
6477,health
6477,computers
6477,innovation
6477,medicine
6477,science
6477,technology
6477,Surgery
6493,art
6493,collaboration
6493,communication
6493,creativity
6493,race
6493,family
6493,history
6493,humanity
6493,identity
6493,inequality
6493,politics
6493,photography
6493,social change
6493,society
6496,Africa
6496,architecture
6496,collaboration
6496,climate change
6496,community
6496,creativity
6496,engineering
6496,design
6496,education
6496,innovation
6496,social change
6496,future
6496,public spaces
6496,society
6553,children
6553,disability
6553,family
6553,humanity
6553,parenting
6553,personal growth
6553,society
6553,love
6594,TED Fellows
6594,Africa
6594,children
6594,family
6594,parenting
6594,humanity
6594,personal growth
6594,society
6602,global commons
6602,biodiversity
6602,climate change
6602,community
6602,collaboration
6602,biosphere
6602,economics
6602,conservation
6602,environment
6602,future
6602,global issues
6602,innovation
6602,natural resources
6602,nature
6602,oceans
6602,pollution
6602,social change
6602,society
6602,sustainability
6602,water
6602,trees
6639,TED Residency
6639,sex
6639,children
6639,parenting
6639,human body
6639,teaching
6639,humanity
6668,painting
6668,art
6668,Africa
6668,photography
6669,Africa
6669,education
6669,science
6669,conservation
6671,Africa
6671,humanity
6671,law
6671,criminal justice
6671,justice system
6671,prison
6671,potential
6671,motivation
6671,society
6671,social change
6672,Africa
6672,biology
6672,CRISPR
6672,illness
6672,disease
6672,insects
6672,science
6857,brain
6857,language
6857,TED-Ed
6857,neurology
6857,animation
6857,neuroscience
6857,biology
6857,education
6857,health
7060,Africa
7060,entrepreneur
7060,collaboration
7060,business
7060,creativity
7060,innovation
7060,invention
7060,product design
7060,technology
7394,fashion
7394,humanity
7394,innovation
7394,disability
7394,society
7394,design
7395,activism
7395,collaboration
7395,corruption
7395,communication
7395,inequality
7395,online video
7395,film
7395,society
7395,TEDx
7395,social change
7592,language
7592,communication
7592,culture
7592,emotions
7592,society
7592,history
7592,humanity
7592,personal growth
8227,Social Science
8227,psychology
8227,mind
8227,self
8227,communication
8227,identity
8298,TEDx
8298,activism
8298,United States
8298,compassion
8298,identity
8298,humanity
8298,personal growth
8298,race
8298,social change
8298,society
8298,violence
8417,TED Fellows
8417,health care
8417,software
8417,medicine
8417,Africa
8417,Internet
8417,health
8417,HIV
8417,technology
8418,water
8418,activism
8418,environment
8418,society
8418,social change
8418,climate change
8418,future
8418,public health
8419,emotions
8419,brain
8419,science
8419,humanity
8419,society
8419,personal growth
8420,future
8420,green
8420,space
8420,deextinction
8420,humanity
8420,environment
8420,science
8421,communication
8421,global issues
8421,community
8421,activism
8421,innovation
8421,inequality
8421,law
8421,social change
8421,society
8421,justice system
8422,TEDx
8422,music
8422,culture
8422,art
8423,TEDx
8423,creativity
8423,human body
8423,communication
8423,innovation
8423,personal growth
8423,science
8423,exercise
8529,technology
8529,space
8529,manufacturing
8529,environment
8529,sustainability
8530,business
8530,criminal justice
8530,health
8530,society
8530,public health
8530,TEDx
8588,art
8588,music
8588,performance
8588,live music
8588,visualizations
8588,performance art
8588,singer
8588,vocals
8588,entertainment
8589,health care
8589,illness
8589,humanity
8589,health
8589,personal growth
8589,society
8606,data
8606,global issues
8606,humanity
8606,visualizations
8606,photography
8606,society
8779,activism
8779,children
8779,community
8779,compassion
8779,communication
8779,empathy
8779,social change
8779,death
8779,society
8779,humanity
8779,violence
8780,TEDx
8780,invention
8780,robots
8780,innovation
8780,future
8780,technology
8780,design
8786,TED Fellows
8786,science
8786,medical research
8786,virus
8786,HIV
8787,adventure
8787,Africa
8787,aircraft
8787,creativity
8787,art
8787,flight
8787,nature
8787,photography
8788,plastic
8788,oceans
8788,pollution
8788,poverty
8788,business
8788,innovation
8799,United States
8799,politics
8799,TEDx
8799,collaboration
8799,democracy
8799,government
8799,leadership
8799,climate change
8799,social change
8799,society
8866,business
8866,data
8866,economics
8866,social change
8866,innovation
8866,society
8866,sustainability
8866,manufacturing
8947,poetry
8947,art
8947,language
8947,life
8947,communication
8947,creativity
8947,goal-setting
8947,personal growth
8947,humanity
8947,motivation
8947,identity
8947,potential
8947,relationships
8947,society
8947,spoken word
8947,storytelling
8947,social change
8947,writing
9033,TED Fellows
9033,animals
9033,Anthropocene
9033,biology
9033,biosphere
9033,communication
9033,fish
9033,environment
9033,nature
9033,science
9033,sustainability
9033,oceans
9033,coral reefs
9048,children
9048,collaboration
9048,community
9048,creativity
9048,communication
9048,education
9048,humor
9048,innovation
9048,performance art
9048,teaching
9048,society
9125,community
9125,faith
9125,God
9125,happiness
9125,health
9125,humanity
9125,personal growth
9125,religion
9125,social change
9125,society
9125,love
9126,TEDx
9126,communication
9126,human body
9126,activism
9126,education
9126,medicine
9126,medical research
9126,humanity
9126,sex
9126,society
9126,social change
9126,women
9214,gaming
9214,TEDx
9214,children
9214,Autism spectrum disorder
9214,parenting
9219,death
9219,family
9219,personal growth
9219,communication
9219,life
9296,biodiversity
9296,animals
9296,biosphere
9296,biology
9296,microbiology
9296,nature
9296,oceans
9296,science
9403,TED Fellows
9403,Africa
9403,agriculture
9403,animals
9403,communication
9403,education
9403,farming
9403,food
9403,children
9463,communication
9463,psychology
9463,emotions
9463,humanity
9463,happiness
9463,depression
9463,personal growth
9463,life
9463,culture
9463,business
9463,social change
9463,work
9463,motivation
9464,Africa
9464,electricity
9464,energy
9464,global development
9464,innovation
9464,potential
9464,society
9464,sustainability
9464,technology
9473,exploration
9473,humanity
9473,innovation
9473,science
9473,society
9473,technology
9473,space
9636,activism
9636,art
9636,humanity
9636,personal growth
9636,identity
9636,performance art
9636,poetry
9636,race
9636,performance
9636,society
9636,writing
9636,social change
9636,spoken word
9636,women
9687,architecture
9687,community
9687,collaboration
9687,social change
9687,creativity
9687,design
9687,public spaces
9687,gender equality
9687,society
9781,activism
9781,Africa
9781,corruption
9781,leadership
9781,democracy
9781,politics
9781,social change
9781,society
9781,protests
9807,community
9807,feminism
9807,humanity
9807,love
9807,personal growth
9807,relationships
9807,society
9807,social change
9807,storytelling
9930,creativity
9930,emotions
9930,innovation
9930,science
9951,work
9951,AI
9951,algorithm
9951,computers
9951,economics
9951,future
9951,innovation
9951,society
9951,intelligence
9982,health
9982,health care
9982,economics
9982,medical research
9982,medicine
9983,energy
9983,solar energy
9983,pollution
9983,technology
9983,electricity
9983,science
9983,innovation
9984,biology
9984,health
9984,innovation
9984,human body
9984,medicine
9984,science
9984,math
9985,music
9985,live music
9985,performance
9985,vocals
9985,guitar
9985,entertainment
9986,education
9986,math
9986,statistics
9986,teaching
9987,addiction
9987,compassion
9987,humanity
9987,depression
9987,identity
9987,love
9987,personal growth
9987,social change
9988,business
9988,decision-making
9988,motivation
9988,work
9988,leadership
9989,TED Fellows
9989,Africa
9989,art
9989,beauty
9989,creativity
9989,fashion
9989,design
9989,history
9989,humanity
9989,identity
9989,social change
9989,society
10173,business
10173,capitalism
10173,economics
10173,drones
10173,innovation
10173,politics
10173,society
10173,future
10190,education
10190,teaching
10190,children
10190,TEDx
10190,activism
10190,community
10190,identity
10190,parenting
10190,social change
10190,society
10193,business
10193,design
10193,creativity
10193,fashion
10193,environment
10193,materials
10193,innovation
10193,pollution
10193,product design
10193,sustainability
10266,health
10266,TEDx
10266,activism
10266,human body
10266,education
10266,science
10266,brain
10266,social change
10266,sports
10274,United States
10274,history
10274,Slavery
10274,identity
10274,inequality
10274,social change
10274,race
10274,society
10358,TEDx
10358,collaboration
10358,communication
10358,community
10358,relationships
10358,personal growth
10360,algorithm
10360,AI
10360,communication
10360,collaboration
10360,innovation
10360,intelligence
10360,society
10360,computers
10360,Google
10361,TEDx
10361,choice
10361,cognitive science
10361,decision-making
10361,illusion
10361,magic
10361,self
10361,psychology
10362,biology
10362,health
10362,brain
10362,memory
10362,human body
10362,neuroscience
10362,mental health
10362,science
10362,exercise
10376,collaboration
10376,Africa
10376,communication
10376,community
10376,depression
10376,compassion
10376,empathy
10376,humanity
10376,innovation
10376,illness
10376,mental health
10376,social change
10376,society
10376,personal growth
10378,TED Fellows
10378,refugees
10378,Africa
10378,global issues
10378,community
10378,humanity
10378,identity
10378,social change
10378,personal growth
10378,society
10550,TED Residency
10550,work
10550,work-life balance
10550,education
10550,business
10550,decision-making
10550,personal growth
10550,success
10550,productivity
10666,community
10666,humanity
10666,education
10666,communication
10666,leadership
10666,social change
10666,identity
10666,race
10666,society
10666,United States
10666,TEDMED
10681,Africa
10681,gender equality
10681,humanity
10681,communication
10681,human body
10681,identity
10681,personal growth
10681,society
10681,women
10681,social change
10681,sex
10727,play
10727,friendship
10727,spoken word
10727,poetry
10727,personal growth
10727,humanity
10750,fashion
10750,creativity
10750,activism
10750,communication
10750,identity
10750,society
10750,social change
10802,india
10802,collaboration
10802,data
10802,creativity
10802,design
10802,innovation
10802,religion
10802,invention
10802,software
10807,technology
10807,AI
10807,funny
10807,communication
10807,computers
10807,comedy
10807,social media
10835,activism
10835,education
10835,gender equality
10835,gender
10835,children
10835,motivation
10835,inequality
10835,personal growth
10835,potential
10835,social change
10835,society
10835,women
10975,Africa
10975,collaboration
10975,goal-setting
10975,data
10975,motivation
10975,innovation
10975,pollution
11008,humanity
11008,personal growth
11008,success
11008,motivation
11008,philosophy
11008,water
11087,disability
11087,disease
11087,goal-setting
11087,motivation
11087,personal growth
11087,sports
11089,Africa
11089,art
11089,beauty
11089,creativity
11089,photography
11089,identity
11089,personal growth
11089,social change
11199,activism
11199,big problems
11199,climate change
11199,collaboration
11199,future
11199,communication
11199,inequality
11199,government
11199,global issues
11199,society
11199,social change
11199,politics
11226,TEDx
11226,exploration
11226,climate change
11226,aircraft
11226,nature
11226,technology
11226,glacier
11226,science
11226,Antarctica
11327,creativity
11327,curiosity
11327,discovery
11327,exploration
11327,math
11327,innovation
11327,potential
11327,science
11337,architecture
11337,collaboration
11337,design
11337,community
11337,social change
11337,society
11337,urban planning
11363,activism
11363,violence
11363,guns
11363,death
11363,crime
11363,TEDx
11363,United States
11363,society
11363,social change
11363,community
11486,prison
11486,justice system
11486,United States
11486,society
11486,social change
11684,beauty
11684,biodiversity
11684,biology
11684,biosphere
11684,demo
11684,environment
11684,invention
11684,climate change
11684,nature
11684,marine biology
11684,science
11684,oceans
11684,water
11685,women
11685,community
11685,activism
11685,business
11685,investment
11685,gender
11685,gender equality
11685,women in business
11720,TED Fellows
11720,art
11720,community
11720,creativity
11720,dance
11720,education
11720,identity
11720,personal growth
11720,play
11720,social change
11720,immigration
11720,sports
11720,society
11869,children
11869,education
11869,identity
11869,personal growth
11869,social change
11869,society
11869,TED Residency
